# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
1493	Penange	liver	kì+n.dà	k ì + n d à	1 7 9 4 1 7	AX_ACZ	KI_NTA	12	12.K.C 12.I.V 12._._ 12.N.C 12.T.C 12.A.V	2.0 1.5 0.0 2.0 1.5 0.8	0	7521	k ì + n d à - - - - -
1494	PergeTegu	liver	kɛ́lɛ̀	k ɛ́ l ɛ̀	1 7 5 7	AXBZ	KELE	13	13.K.C 13.E.V 13.L.C 13.E.V	2.0 1.5 1.75 0.8	0	7529	k ɛ́ l ɛ̀
1495	TebulUre	liver	tʃɛ́+n.dɛ́	t ʃ ɛ́ + n d ɛ́	1 3 7 9 4 1 7	ACX_ACZ	TSE_NTE	14	14.T.C 14.S.C 14.E.V 14._._ 14.N.C 14.T.C 14.E.V	2.0 1.5 1.5 0.0 2.0 1.5 0.8	0	7534	t ʃ ɛ́ + n d ɛ́
1498	TogoKan	liver	kɛ́nɛ́	k ɛ́ n ɛ́	1 7 4 7	AXBZ	KENE	16	16.K.C 16.E.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	0	7529	k ɛ́ n ɛ́
1501	ToroTegu	liver	tʃɛ́lá	t ʃ ɛ́ l á	1 3 7 5 7	ACXBZ	TSELA	18	18.T.C 18.S.C 18.E.V 18.L.C 18.A.V	2.0 1.5 1.5 1.75 0.8	0	7522	t ʃ ɛ́ l á
1502	YandaDom	liver	tʃí+n.dá	t ʃ í + n d á	1 3 7 9 4 1 7	ACX_ACZ	TSI_NTA	19	19.T.C 19.S.C 19.I.V 19._._ 19.N.C 19.T.C 19.A.V	2.0 1.5 1.5 0.0 2.0 1.5 0.8	0	7534	t ʃ í + n d á
1503	YornoSo	liver	kínɛ́	k í n ɛ́	1 7 4 7	AXBZ	KINE	20	20.K.C 20.I.V 20.N.C 20.E.V	2.0 1.5 1.75 0.8	0	7529	k í n ɛ́
#
7649	BenTey	lock (on door, etc.)	dóɡú+rú	d ó ɡ ú + r ú	1 7 1 7 9 5 7	AXBZ_AX	TUKY_RY	2	2.T.C 2.U.V 2.K.C 2.Y.V 2._._ 2.R.C 2.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7535	d ó ɡ ú + r ú
7650	DogulDomBendiely	lock (on door, etc.)	té+m.bù+rù+ɡ	t é + m b ù + r ù + ɡ	1 7 9 4 1 7 9 5 7 9 1	AX_ACZ_AX_A	TE_MPY_RY_K	5	5.T.C 5.E.V 5._._ 5.M.C 5.P.C 5.Y.V 5._._ 5.R.C 5.Y.V 5._._ 5.K.C	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0	0	7537	t é + m b ù + r ù + ɡ
7651	DogulDomKundialang	lock (on door, etc.)	dàɡù+dàɡú+ŋ	d à ɡ ù + d à ɡ ú + ŋ	1 7 1 7 9 1 7 1 7 9 4	AXBZ_AXBZ_A	TAKY_TAKY_N	6	6.T.C 6.A.V 6.K.C 6.Y.V 6._._ 6.T.C 6.A.V 6.K.C 6.Y.V 6._._ 6.N.C	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0	0	7538	d à ɡ ù + d à ɡ ú + ŋ
7652	DonnoSo	lock (on door, etc.)	tàŋà+dá+ɡà	t à ŋ à + d á + ɡ à	1 7 4 7 9 1 7 9 1 7	AXBZ_AX_AX	TANA_TA_KA	7	7.T.C 7.A.V 7.N.C 7.A.V 7._._ 7.T.C 7.A.V 7._._ 7.K.C 7.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	7539	t à ŋ à + d á + ɡ à
7653	JamsayDouentza	lock (on door, etc.)	tʃɛ̀wɛ̀+sɔ́ɣɔ́	t ʃ ɛ̀ w ɛ̀ + s ɔ́ ɣ ɔ́	1 3 7 6 7 9 3 7 3 7	ACXBZ_AXBZ	TSEWE_SUGU	8	8.T.C 8.S.C 8.E.V 8.W.C 8.E.V 8._._ 8.S.C 8.U.V 8.G.C 8.U.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	7540	t ʃ ɛ̀ w ɛ̀ + s ɔ́ ɣ ɔ́
7654	Mombo	lock (on door, etc.)	bò.ò~dá+ɡá	b òò ~ d á + ɡ á	1 7 0 1 7 9 1 7	AXBCZ_AX	PU0TA_KA	10	10.P.C 10.U.V 10.0.C 10.T.C 10.A.V 10._._ 10.K.C 10.A.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	0	7541	b òò ~ d á + ɡ á
7655	BonduSoNajamba	lock (on door, etc.)	kúfá+rù	k ú f á + r ù	1 7 3 7 9 5 7	AXBZ_AX	KYBA_RY	3	3.K.C 3.Y.V 3.B.C 3.A.V 3._._ 3.R.C 3.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7536	k ú f á + r ù
7656	Nanga	lock (on door, etc.)	dóɡí+rí	d ó ɡ í + r í	1 7 1 7 9 5 7	AXBZ_AX	TUKI_RI	11	11.T.C 11.U.V 11.K.C 11.I.V 11._._ 11.R.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7535	d ó ɡ í + r í
7657	PergeTegu	lock (on door, etc.)	tʃì+ŋ.ɡɛ̀+sɔ́+ɡú	t ʃ ì + ŋ ɡ ɛ̀ + s ɔ́ + ɡ ú	1 3 7 9 4 1 7 9 3 7 9 1 7	ACX_ACZ_AX_AX	TSI_NKE_SU_KY	13	13.T.C 13.S.C 13.I.V 13._._ 13.N.C 13.K.C 13.E.V 13._._ 13.S.C 13.U.V 13._._ 13.K.C 13.Y.V	2.0 1.5 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	7543	t ʃ ì + ŋ ɡ ɛ̀ + s ɔ́ + ɡ ú
7658	TebulUre	lock (on door, etc.)	kà+ŋ.ɡàdà+ɡú+ò	k à + ŋ ɡ à d à + ɡ ú + ò	1 7 9 4 1 7 1 7 9 1 7 9 7	AX_ACYBZ_AX_X	KA_NKATA_KY_U	14	14.K.C 14.A.V 14._._ 14.N.C 14.K.C 14.A.V 14.T.C 14.A.V 14._._ 14.K.C 14.Y.V 14._._ 14.U.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5 0.0 1.5	0	7544	k à + ŋ ɡ à d à + ɡ ú + ò
7659	Tiranige	lock (on door, etc.)	bów.∼+pɔ̀wɔ́	b ó w ∼ + p ɔ̀ w ɔ́	1 7 6 4 9 1 7 6 7	AXLN_AXBZ	PUW9_PUWU	15	15.P.C 15.U.V 15.W.c 15.9.c 15._._ 15.P.C 15.U.V 15.W.C 15.U.V	2.0 1.5 1.1 0.8 0.0 2.0 1.5 1.75 0.8	0	7545	b ó w ∼ + p ɔ̀ w ɔ́
7660	Tiranige	lock (on door, etc.)	pɔ̀wɔ̀	p ɔ̀ w ɔ̀	1 7 6 7	AXBZ	PUWU	15	15.P.C 15.U.V 15.W.C 15.U.V	2.0 1.5 1.75 0.8	0	7551	p ɔ̀ w ɔ̀
7661	TogoKan	lock (on door, etc.)	kà~tí+mí	k à ~ t í + m í	1 7 0 1 7 9 4 7	AXBCZ_AX	KA0TI_MI	16	16.K.C 16.A.V 16.0.C 16.T.C 16.I.V 16._._ 16.M.C 16.I.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	0	7546	k à ~ t í + m í
7662	TommoSoTongoTongo	lock (on door, etc.)	tààdà+ɡá	t àà d à + ɡ á	1 7 1 7 9 1 7	AXBZ_AX	TATA_KA	17	17.T.C 17.A.V 17.T.C 17.A.V 17._._ 17.K.C 17.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7547	t àà - d à + ɡ á
7663	ToroTegu	lock (on door, etc.)	kàtì+lú	k à t ì + l ú	1 7 1 7 9 5 7	AXBZ_AX	KATI_LY	18	18.K.C 18.A.V 18.T.C 18.I.V 18._._ 18.L.C 18.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	7548	k à t ì + l ú
7664	YandaDom	lock (on door, etc.)	sáŋ	s á ŋ	3 7 4	AXN	SAN	19	19.S.C 19.A.V 19.N.c	2.0 1.5 0.8	0	7549	s á ŋ
7665	YornoSo	lock (on door, etc.)	tà.à~dá+ɡá	t àà ~ d á + ɡ á	1 7 0 1 7 9 1 7	AXBCZ_AX	TA0TA_KA	20	20.T.C 20.A.V 20.0.C 20.T.C 20.A.V 20._._ 20.K.C 20.A.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	0	7547	t àà ~ d á + ɡ á
7666	YornoSo	lock (on door, etc.)	tà.à~sɔ́+ɡɔ́	t àà ~ s ɔ́ + ɡ ɔ́	1 7 0 3 7 9 1 7	AXBCZ_AX	TA0SU_KU	20	20.T.C 20.A.V 20.0.C 20.S.C 20.U.V 20._._ 20.K.C 20.U.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	0	7552	t àà ~ s ɔ́ + ɡ ɔ́
#
7773	BankanTey	long (e.g. rope)	ɡùr.∼ǎw.∼	ɡ ù r ∼ ǎ w ∼	1 7 5 4 7 6 4	AXMBYLN	KYR9AW9	1	1.K.C 1.Y.V 1.R.c 1.9.C 1.A.V 1.W.c 1.9.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	0	7553	ɡ ù r ∼ ǎ w ∼
7774	BenTey	long (e.g. rope)	ɡùrɔ̂w	ɡ ù r ɔ̂ w	1 7 5 7 6	AXBYN	KYRUW	2	2.K.C 2.Y.V 2.R.C 2.U.V 2.W.c	2.0 1.5 1.75 1.3 0.8	0	7554	ɡ ù r ɔ̂ w
7775	Bunoge	long (e.g. rope)	ɡòl+ò	ɡ ò l + ò	1 7 5 9 7	AXN_X	KUL_U	4	4.K.C 4.U.V 4.L.c 4._._ 4.U.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ò l + ò
7776	DogulDomKundialang	long (e.g. rope)	dʒàlǎŋ	d ʒ à l ǎ ŋ	1 3 7 5 7 4	ACXBYN	TSALAN	6	6.T.C 6.S.C 6.A.V 6.L.C 6.A.V 6.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	7555	d ʒ à l ǎ ŋ
7777	DonnoSo	long (e.g. rope)	pàl+á	p à l + á	1 7 5 9 7	AXN_X	PAL_A	7	7.P.C 7.A.V 7.L.c 7._._ 7.A.V	2.0 1.5 0.8 0.0 1.5	0	7558	p à l + á
7778	JamsayGourou	long (e.g. rope)	ɡùr+ú	ɡ ù r + ú	1 7 5 9 7	AXN_X	KYR_Y	9	9.K.C 9.Y.V 9.R.c 9._._ 9.Y.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ú
7779	JamsayDouentza	long (e.g. rope)	ɡùr+ú	ɡ ù r + ú	1 7 5 9 7	AXN_X	KYR_Y	8	8.K.C 8.Y.V 8.R.c 8._._ 8.Y.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ú
7781	Mombo	long (e.g. rope)	ɡóll+ò	ɡ ó ll + ò	1 7 5 9 7	AXN_X	KUL_U	10	10.K.C 10.U.V 10.L.c 10._._ 10.U.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ó ll + ò
7782	BonduSoNajamba	long (e.g. rope)	dʒàlɛ́.ɛ́	d ʒ à l ɛ́ɛ́	1 3 7 5 7	ACXBZ	TSALE	3	3.T.C 3.S.C 3.A.V 3.L.C 3.E.V	2.0 1.5 1.5 1.75 0.8	0	7555	d ʒ à l ɛ́ɛ́ -
7783	Nanga	long (e.g. rope)	ɡùr+ɔ́	ɡ ù r + ɔ́	1 7 5 9 7	AXN_X	KYR_U	11	11.K.C 11.Y.V 11.R.c 11._._ 11.U.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ɔ́
7784	Penange	long (e.g. rope)	ɡòl+ò	ɡ ò l + ò	1 7 5 9 7	AXN_X	KUL_U	12	12.K.C 12.U.V 12.L.c 12._._ 12.U.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ò l + ò
7785	PergeTegu	long (e.g. rope)	ɡùr+ú	ɡ ù r + ú	1 7 5 9 7	AXN_X	KYR_Y	13	13.K.C 13.Y.V 13.R.c 13._._ 13.Y.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ú
7786	TebulUre	long (e.g. rope)	p+á.á	p + áá	1 9 7	A_X	P_A	14	14.P.C 14._._ 14.A.V	2.0 0.0 1.5	0	7565	p + áá
7787	TebulUre	long (e.g. rope)	p+á.á	p + áá	1 9 7	A_X	P_A	14	14.P.C 14._._ 14.A.V	2.0 0.0 1.5	1	7565	p + áá
7788	Tiranige	long (e.g. rope)	jál+á	j á l + á	6 7 5 9 7	AXN_X	JAL_A	15	15.J.C 15.A.V 15.L.c 15._._ 15.A.V	2.0 1.5 0.8 0.0 1.5	0	7558	j á l + á
7789	TogoKan	long (e.g. rope)	ɡùr+ú	ɡ ù r + ú	1 7 5 9 7	AXN_X	KYR_Y	16	16.K.C 16.Y.V 16.R.c 16._._ 16.Y.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ú
7790	TommoSoTongoTongo	long (e.g. rope)	pàl+á	p à l + á	1 7 5 9 7	AXN_X	PAL_A	17	17.P.C 17.A.V 17.L.c 17._._ 17.A.V	2.0 1.5 0.8 0.0 1.5	0	7558	p à l + á
7791	ToroTegu	long (e.g. rope)	ɡùr+ú	ɡ ù r + ú	1 7 5 9 7	AXN_X	KYR_Y	18	18.K.C 18.Y.V 18.R.c 18._._ 18.Y.V	2.0 1.5 0.8 0.0 1.5	0	7556	ɡ ù r + ú
7792	YandaDom	long (e.g. rope)	zàl+à	z à l + à	3 7 5 9 7	AXN_X	SAL_A	19	19.S.C 19.A.V 19.L.c 19._._ 19.A.V	2.0 1.5 0.8 0.0 1.5	0	7558	z à l + à
7793	YornoSo	long (e.g. rope)	pàl+á	p à l + á	1 7 5 9 7	AXN_X	PAL_A	20	20.P.C 20.A.V 20.L.c 20._._ 20.A.V	2.0 1.5 0.8 0.0 1.5	0	7558	p à l + á
#
13066	BankanTey	look at	tín+í	t í n + í	1 7 4 9 7	AXN_X	TIN_I	1	1.T.C 1.I.V 1.N.c 1._._ 1.I.V	2.0 1.5 0.8 0.0 1.5	0	7566	t í n + í
13067	BenTey	look at	tín+í	t í n + í	1 7 4 9 7	AXN_X	TIN_I	2	2.T.C 2.I.V 2.N.c 2._._ 2.I.V	2.0 1.5 0.8 0.0 1.5	0	7566	t í n + í
13068	Bunoge	look at	té.édʒ+è	t éé d ʒ + è	1 7 1 3 9 7	AXBC_X	TETS_E	4	4.T.C 4.E.V 4.T.C 4.S.C 4._._ 4.E.V	2.0 1.5 1.75 1.5 0.0 1.5	0	7569	t éé d ʒ + è
13069	DogulDomBendiely	look at	wùl+ɛ́	w ù l + ɛ́	6 7 5 9 7	AXN_X	WYL_E	5	5.W.C 5.Y.V 5.L.c 5._._ 5.E.V	2.0 1.5 0.8 0.0 1.5	0	7570	w ù l + ɛ́
13070	DogulDomKundialang	look at	wùl+ɛ́	w ù l + ɛ́	6 7 5 9 7	AXN_X	WYL_E	6	6.W.C 6.Y.V 6.L.c 6._._ 6.E.V	2.0 1.5 0.8 0.0 1.5	0	7570	w ù l + ɛ́
13071	DonnoSo	look at	ɡɛ̀n.d+ɛ́	ɡ ɛ̀ n d + ɛ́	1 7 4 1 9 7	AXLN_X	KENT_E	7	7.K.C 7.E.V 7.N.c 7.T.c 7._._ 7.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7572	ɡ ɛ̀ n d + ɛ́
13072	JamsayGourou	look at	ìŋ+á	ì ŋ + á	7 4 9 7	XN_X	IN_A	9	9.I.V 9.N.c 9._._ 9.A.V	1.5 0.8 0.0 1.5	0	7566	- ì ŋ + á
13073	JamsayDouentza	look at	jàŋ+á	j à ŋ + á	6 7 4 9 7	AXN_X	JAN_A	8	8.J.C 8.A.V 8.N.c 8._._ 8.A.V	2.0 1.5 0.8 0.0 1.5	1	7573	j à ŋ - + á
13075	Mombo	look at	mál+jé.è	m á l + j é è	4 7 5 9 6 7 7	AXN_AXZ	MAL_JEE	10	10.M.C 10.A.V 10.L.c 10._._ 10.J.C 10.E.V 10.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	1	7575	m á l + j é è
13076	BonduSoNajamba	look at	tàr+è	t à r + è	1 7 5 9 7	AXN_X	TAR_E	3	3.T.C 3.A.V 3.R.c 3._._ 3.E.V	2.0 1.5 0.8 0.0 1.5	0	7568	t à r + è
13077	Nanga	look at	ŋìr.∼+ɛ́	ŋ ì r ∼ + ɛ́	4 7 5 4 9 7	AXLN_X	NIR9_E	11	11.N.C 11.I.V 11.R.c 11.9.c 11._._ 11.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7576	ŋ ì r ∼ + ɛ́
13078	Penange	look at	sé.ém+ì	s éé m + ì	3 7 4 9 7	AXN_X	SEM_I	12	12.S.C 12.E.V 12.M.c 12._._ 12.I.V	2.0 1.5 0.8 0.0 1.5	0	7577	s éé - m + ì
13079	Penange	look at	sé.èm	s é è m	3 7 7 4	AXYN	SEEM	12	12.S.C 12.E.V 12.E.V 12.M.c	2.0 1.5 1.3 0.8	0	7577	s é è m - -
13080	PergeTegu	look at	jɛ̀l+ɛ́	j ɛ̀ l + ɛ́	6 7 5 9 7	AXN_X	JEL_E	13	13.J.C 13.E.V 13.L.c 13._._ 13.E.V	2.0 1.5 0.8 0.0 1.5	0	7573	j ɛ̀ l - + ɛ́
13081	TebulUre	look at	dʒɛ̀r+í	d ʒ ɛ̀ r + í	1 3 7 5 9 7	ACXN_X	TSER_I	14	14.T.C 14.S.C 14.E.V 14.R.c 14._._ 14.I.V	2.0 1.5 1.5 0.8 0.0 1.5	0	7579	d ʒ ɛ̀ r + í
13082	Tiranige	look at	dʒá.ál+ó	d ʒ áá l + ó	1 3 7 5 9 7	ACXN_X	TSAL_U	15	15.T.C 15.S.C 15.A.V 15.L.c 15._._ 15.U.V	2.0 1.5 1.5 0.8 0.0 1.5	0	7580	d ʒ áá l + ó
13083	TogoKan	look at	ɡɛ̀r+ɛ́	ɡ ɛ̀ r + ɛ́	1 7 5 9 7	AXN_X	KER_E	16	16.K.C 16.E.V 16.R.c 16._._ 16.E.V	2.0 1.5 0.8 0.0 1.5	1	7581	ɡ ɛ̀ r + ɛ́
13084	TommoSoTongoTongo	look at	jɛ̀n.d+ɛ́	j ɛ̀ n d + ɛ́	6 7 4 1 9 7	AXLN_X	JENT_E	17	17.J.C 17.E.V 17.N.c 17.T.c 17._._ 17.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7573	j ɛ̀ n d + ɛ́
13085	ToroTegu	look at	ɛ̀l+á	ɛ̀ l + á	7 5 9 7	XN_X	EL_A	18	18.E.V 18.L.c 18._._ 18.A.V	1.5 0.8 0.0 1.5	0	7583	ɛ̀ l + á
13086	YandaDom	look at	tíɡ+ɛ́	t í ɡ + ɛ́	1 7 1 9 7	AXN_X	TIK_E	19	19.T.C 19.I.V 19.K.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	0	7584	t í ɡ + ɛ́
13087	YornoSo	look at	jɛ̀n+ɛ́	j ɛ̀ n + ɛ́	6 7 4 9 7	AXN_X	JEN_E	20	20.J.C 20.E.V 20.N.c 20._._ 20.E.V	2.0 1.5 0.8 0.0 1.5	0	7573	j ɛ̀ n - + ɛ́
#
13193	BankanTey	look for, seek	zɔ̀r+ɔ́	z ɔ̀ r + ɔ́	3 7 5 9 7	AXN_X	SUR_U	1	1.S.C 1.U.V 1.R.c 1._._ 1.U.V	2.0 1.5 0.8 0.0 1.5	0	7585	- z ɔ̀ r + ɔ́
13194	BenTey	look for, seek	dʒɔ̀r+ɔ́	d ʒ ɔ̀ r + ɔ́	1 3 7 5 9 7	ACXN_X	TSUR_U	2	2.T.C 2.S.C 2.U.V 2.R.c 2._._ 2.U.V	2.0 1.5 1.5 0.8 0.0 1.5	1	7585	d ʒ ɔ̀ r + ɔ́
13195	BenTey	look for, seek	lúɡ+ú+ró	l ú ɡ + ú + r ó	5 7 1 9 7 9 5 7	AXN_X_AX	LYK_Y_RU	2	2.L.C 2.Y.V 2.K.c 2._._ 2.Y.V 2._._ 2.R.C 2.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7592	l ú ɡ + ú + r ó
13196	Bunoge	look for, seek	téɡ+ó+lè	t é ɡ + ó + l è	1 7 1 9 7 9 5 7	AXN_X_AX	TEK_U_LE	4	4.T.C 4.E.V 4.K.c 4._._ 4.U.V 4._._ 4.L.C 4.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7588	t é ɡ + ó + l è
13197	DogulDomBendiely	look for, seek	dɛ̀n+nɛ́	d ɛ̀ n + n ɛ́	1 7 4 9 4 7	AXN_AX	TEN_NE	5	5.T.C 5.E.V 5.N.c 5._._ 5.N.C 5.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	7589	d ɛ̀ n + n ɛ́
13198	DogulDomKundialang	look for, seek	dɛ̀n+nɛ́	d ɛ̀ n + n ɛ́	1 7 4 9 4 7	AXN_AX	TEN_NE	6	6.T.C 6.E.V 6.N.c 6._._ 6.N.C 6.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	7589	d ɛ̀ n + n ɛ́
13199	DonnoSo	look for, seek	dɛ́n+nɛ̀	d ɛ́ n + n ɛ̀	1 7 4 9 4 7	AXN_AX	TEN_NE	7	7.T.C 7.E.V 7.N.c 7._._ 7.N.C 7.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	7589	d ɛ́ n + n ɛ̀
13200	JamsayGourou	look for, seek	pów+ó	p ó w + ó	1 7 6 9 7	AXN_X	PUW_U	9	9.P.C 9.U.V 9.W.c 9._._ 9.U.V	2.0 1.5 0.8 0.0 1.5	0	7593	p ó w + ó
13201	JamsayDouentza	look for, seek	lúɡ+ú+ró	l ú ɡ + ú + r ó	5 7 1 9 7 9 5 7	AXN_X_AX	LYK_Y_RU	8	8.L.C 8.Y.V 8.K.c 8._._ 8.Y.V 8._._ 8.R.C 8.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7592	l ú ɡ + ú + r ó
13202	Mombo	look for, seek	jɔ́l+ɛ́	j ɔ́ l + ɛ́	6 7 5 9 7	AXN_X	JUL_E	10	10.J.C 10.U.V 10.L.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	0	7594	j ɔ́ l + ɛ́
13203	BonduSoNajamba	look for, seek	dùn.d+ɛ́	d ù n d + ɛ́	1 7 4 1 9 7	AXLN_X	TYNT_E	3	3.T.C 3.Y.V 3.N.c 3.T.c 3._._ 3.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7587	d ù n d + ɛ́
13204	Nanga	look for, seek	dʒɔ̀r+ɔ́	d ʒ ɔ̀ r + ɔ́	1 3 7 5 9 7	ACXN_X	TSUR_U	11	11.T.C 11.S.C 11.U.V 11.R.c 11._._ 11.U.V	2.0 1.5 1.5 0.8 0.0 1.5	1	7585	d ʒ ɔ̀ r + ɔ́
13205	Nanga	look for, seek	lúɡ+ú+ró	l ú ɡ + ú + r ó	5 7 1 9 7 9 5 7	AXN_X_AX	LYK_Y_RU	11	11.L.C 11.Y.V 11.K.c 11._._ 11.Y.V 11._._ 11.R.C 11.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7592	l ú ɡ + ú + r ó
13206	Nanga	look for, seek	dùr.∼+ɔ́	d ù r ∼ + ɔ́	1 7 5 4 9 7	AXLN_X	TYR9_U	11	11.T.C 11.Y.V 11.R.c 11.9.c 11._._ 11.U.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7601	d ù r ∼ + ɔ́
13207	Penange	look for, seek	dún.d+ɛ́	d ú n d + ɛ́	1 7 4 1 9 7	AXLN_X	TYNT_E	12	12.T.C 12.Y.V 12.N.c 12.T.c 12._._ 12.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	7587	d ú n d + ɛ́
13208	PergeTegu	look for, seek	lúɡ+ú+ró	l ú ɡ + ú + r ó	5 7 1 9 7 9 5 7	AXN_X_AX	LYK_Y_RU	13	13.L.C 13.Y.V 13.K.c 13._._ 13.Y.V 13._._ 13.R.C 13.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	7592	l ú ɡ + ú + r ó
13209	TebulUre	look for, seek	zɔ̀.ɔ́	z ɔ̀ ɔ́	3 7 7	AXZ	SUU	14	14.S.C 14.U.V 14.U.V	2.0 1.5 0.8	0	7598	z ɔ̀ ɔ́
13212	TogoKan	look for, seek	dɛ̀n+ɛ́	d ɛ̀ n + ɛ́	1 7 4 9 7	AXN_X	TEN_E	16	16.T.C 16.E.V 16.N.c 16._._ 16.E.V	2.0 1.5 0.8 0.0 1.5	0	7589	d ɛ̀ n + - ɛ́
13213	TommoSoTongoTongo	look for, seek	dɛ̀n+nɛ́	d ɛ̀ n + n ɛ́	1 7 4 9 4 7	AXN_AX	TEN_NE	17	17.T.C 17.E.V 17.N.c 17._._ 17.N.C 17.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	7589	d ɛ̀ n + n ɛ́
13214	ToroTegu	look for, seek	dùn+ó	d ù n + ó	1 7 4 9 7	AXN_X	TYN_U	18	18.T.C 18.Y.V 18.N.c 18._._ 18.U.V	2.0 1.5 0.8 0.0 1.5	0	7601	d ù - n + ó
13215	YandaDom	look for, seek	dɛ̀n+ɛ́	d ɛ̀ n + ɛ́	1 7 4 9 7	AXN_X	TEN_E	19	19.T.C 19.E.V 19.N.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	0	7589	d ɛ̀ n + - ɛ́
13216	YornoSo	look for, seek	jí	j í	6 7	AX	JI	20	20.J.C 20.I.V	2.0 1.5	0	7603	j í
#
3845	BenTey	loom (weaver's complete apparatus)	sùr+ɡɔ̀nì.ì+n.dʒɛ́	s ù r + ɡ ɔ̀ n ìì + n d ʒ ɛ́	3 7 5 9 1 7 4 7 9 4 1 3 7	AXN_AXBZ_ACCZ	SYR_KUNI_NTSE	2	2.S.C 2.Y.V 2.R.c 2._._ 2.K.C 2.U.V 2.N.C 2.I.V 2._._ 2.N.C 2.T.C 2.S.C 2.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 0.8	0	7604	s ù r + ɡ ɔ̀ n - ìì + n d ʒ ɛ́
3846	BenTey	loom (weaver's complete apparatus)	dʒèsè+nì.ìn+dʒɛ́	d ʒ è s è + n ìì n + d ʒ ɛ́	1 3 7 3 7 9 4 7 4 9 1 3 7	ACXBZ_AXN_ACX	TSESE_NIN_TSE	2	2.T.C 2.S.C 2.E.V 2.S.C 2.E.V 2._._ 2.N.C 2.I.V 2.N.c 2._._ 2.T.C 2.S.C 2.E.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	7612	d ʒ è s è + n ìì n + d ʒ ɛ́
3847	DonnoSo	loom (weaver's complete apparatus)	kɔ̀lɛ̌+j	k ɔ̀ l ɛ̌ + j	1 7 5 7 9 6	AXBZ_A	KULE_J	7	7.K.C 7.U.V 7.L.C 7.E.V 7._._ 7.J.C	2.0 1.5 1.75 0.8 0.0 2.0	0	7605	k ɔ̀ l ɛ̌ + j
