code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,subsubcode #,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Donno So,Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno So (Yendouma, JH)",Tomo Kan (Segue),Tomo Kan (Diangassagou),Tommo-So (JH),"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Kundialang, JH)","Dogul Dom (Bendiely & Kundialang, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)","Mombo (Songho, KP)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,,,,,,,,,,,,,,,
weapon,firearm body,arme,corps du fusil,95.0,15.0,10.0,strap,sangle,4715.0,yes,,old,,strap on rifle (for carrying on the shoulder),sangle de fusil (pour le porter à l'épaule),2.0,mǎlpà sùŋ,màrpà:-jóm,màlfà-gɔ́wí:,màrpà-jómí,,malpaⁿjem,màlpà:ⁿ-jém,màrpà:-jɔ́m,,,màrùpà:-jɛ́ⁿ,màlbà-jóm,,,,sónjú,,gɔ̀ndì-gɔ̀ndí,,màrbà-sónzú,màlfà-gúbá:\\-gúbɛ́:,,màlpà síŋgí,,,,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,1.0,cock,chien (fusil),4716.0,yes,,old,,cock of musket (which sends flint onto powder),chien de mousquet (qui fait frapper la poudre par le silex),1.0,ɲɔ́,ɛ̀njɛ̀-gùgùwɔ́,ǹjèrû-m\\ŋgèrû:,"ɛ̀njɛ̀-gùwá, màrpà-[ɛ̀njɛ̀-gùwá]",ábàrà,ɛɲɛdigɛ,ɛ̀ɲɛ̀-dígɛ́,,,,ìgí,yàmpěl,,,,ábààrù,xxx,,àlpà:tíyá,álbàrà,"tǎ:-ŋgò\\tǎyè, ŋ̀gwɛ̌:\\ŋ̀gwɛ̀:-mbó",,hábé:rè,,,ŋkɛ̀-wê:,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,2.0,cock,chien (fusil),4717.0,yes,,old,,small screw on top of the cock of a rifle,petit vis au haut du chien de fusil,3.0,"kàmpɛ̀-bùyⁿ, kámpɛ̀-lébúlébú:rè",kù:-sànî:,lébú-lébú:rè,màrbà-gùsìrî,,ijɛdɛgɛ,íjɛ́-dɛ́gɛ́,,ɔ̀ɣɔ̀ɲùwⁿɔ́,,pè:gíⁿ,kù:-[sɔ̀nì-ýⁿ],,,,pègì-ý,,,,kò:-sìmbìrù,,,pèbèdi lébélébè,,,,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,3.0,cock,chien (fusil),4718.0,yes,,old,,two metal protrusions on rifle cock that hold the stone,deux protubérances en métal du chien de fusil qui tiennent la pierre,3.0,kámpɛ̀,jɛ̀mɛ̌yⁿ,màlfà-kúrⁿò wǒ-mbô:,kùrⁿò-wo᷈:,,,kù:ⁿ-cɛ̌m,,,,kàⁿ-kúⁿ,"kɛ̀jɛ̀-ý, màlbà-[kɛ̀jɛ̀-ý]",,,,màlfà àŋgà-ý,,,,,màlfà-kìnû: òlè,,pèbèdí,,,,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,4.0,latch,loquet,4719.0,yes,,old,,tall latch in front of cock of musket,loquet qui se dresse devant le chien de fusil,1.0,súgúrú,màrpà:-lɛ̀mdɛ̂:,,màrpà-kò:sî,nɛ́ndɛ̀,sun,sûn,,,,nɛ́nɛ́,,,,,ɲàm tǒy,xxx,,gò:-[pɛ̀lú-ŋgó],gòlò-pɛ̀l,màlfà-súnù:\\súnì:,,màlfà kébúlù,,,,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,5.0,ridge,arête,4720.0,yes,,old,,"V-shaped metal ridge on inside and outside of a gun mechanism, supporting the gunpowder latch (the inside part fits into a groove in the stock)","arête en forme de V partie qui sort du mécanisme d'un fusil, appuyant le loquet de poudre à canon (son côté intérieur s'encadre dans un sillon du fût)",3.0,ná:ɲàl,,lá:ɲàl,"tô:, màrpà-tô:",,koju,kò:jú,,,,,xxx,,,,tóó,,,,,,,tɔ́:ⁿ,,,,,,,,,,,,,,,,,,,
weapon,cock/latch,arme,chien/loquet,95.0,16.0,6.0,latch,loquet,4721.0,,,old,,spark-producing mechanism of musket (consisting of the stone and the latch that it strikes),briquet de fusil (consistant en la pierre et le loquet qu'ell frappe),3.0,mǎlpà-ìsìcèwrù,,,,,,,,,,,,,,,màlfà dóm,,,,,,,,,màrfá-sùgúlè,,,,,,,,,,,,,,,,,
weapon,gunpowder chamber,arme,chambre à poudre,95.0,17.0,1.0,chamber,chambre,4722.0,yes,,old,,"gunpowder chamber, bend in metal under the latch where gunpowder is inserted","chambre, partie tordue sous le loquet où on introduit la poudre",1.0,"mɔ̀rsɔ̀-tɛ́kú, sùgùrù-jèmbú","sú:rⁿù, sù:rⁿù-[tɛ̌-ỳ]","màlfà-sûn, [sùn-ɲà]-gǎm-bô:","sùŋù-tɛ̀gí, màrpà-súŋúrⁿì",súɲɔ̀,"sun,suntɛgu","sûn, sûn-tɛ́gù",sùŋùrⁿù-tɛ́gú,,,súgúrú,súgùrù,,,,súgúlú,,,sùrⁿò-tɛ̀gú,màrbà-sún,tègî-n,,tègèdí tòŋgòlò,,,"sùgúl-yè (""ear"")",,,,,,,,,,,,,,,,
weapon,gunpowder chamber,arme,chambre à poudre,95.0,17.0,2.0,chamber cover,couverture de chambre,4723.0,yes,,old,,"stopper for gunpowder chamber (crumpled ball of cloth, put under latch when gun not in use to keep powder from spilling out, attached to trigger guard)","bouchon pour la chambre d'un fusil (petit tissu froissé, introduit sous le loquet quand le fusil est hors service, attaché par une corde au garde-gâchette)",2.0,,,[sùn-ɲà]-tìmbí-mbô:,"sùŋù-tɛ̀gì mùsî, sùŋùrⁿì-mùsî",,,,[sùŋùrⁿù-tɛ̀gù]-mùsú,,,,sùgùrù-múɲù,,,,sùgùlù mùdú,,,,sùn-pégú,"dèb-í-ŋgò\\dèb-î:, dèbì-[dèb-í-ŋgò]\\-[dèb-î:]",,sùgùlì dèbí sògèlè,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,1.0,mechanism,mécanisme,4724.0,yes,,old,,"metal mechanism of rifle screwed to rifle (contains cock, etc.)","mécanisme en métal du fusil (contient le loquet, etc.)",2.0,ápá:dù,àpá:tè,áfá:dù,ábá:rɛ̀,,apatɛ,àpá:tɛ̀,ápá:tù,àpá:rà,,àpà:rɛ́,àlbà:dɛ̂:,,,,ábààrù,,,,àlpà:tíyà,gǎ:lè\\gǎ:l-mbò,,súgúlí,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,2.0,mechanism,mécanisme,4725.0,,,old,,"metal plate holding rifle mechanism (cock, latch)","métal plat qui tient le mécanisme d'un fusil (chien, loquet)",3.0,,,,,,,,,,,,xxx,,,,,,,,,áfà:rù\\áfà:rì,,nè:ndé,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,3.0,mechanism,mécanisme,4726.0,yes,,old,,backing (flat metal plate) on opposite side of the cock of a gun (has two screws that go through to the other side),loquet plat en métal placé du côté opposé au mécanisme du fusil (il a deux écroux qui serrent le mécanisme au fût),3.0,kó:ⁿsú,pèyî:,,àbà:rɛ̀-lɛ̀gìrî,,,xxx,,,,,xxx,,,,ábààrù tèyⁿ,,,,,áfà:rù tìŋgɔ̀:\\tìŋgɛ̀:,,màlpà ní:njà // nì:njá,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,4.0,mechanism,mécanisme,4727.0,yes,,old,,small cylindrical metal peg (dowel) inside rifle mechanism (seen when disassembled),petite partie cylindrique saillante dans l'intérieur du mécanisme d'un fusil (visible lorsque le mécanisme est démonté),3.0,gàŋmá,"mù-mùrⁿû-m (""scorpion"")",,màrbà-nɛ̀rⁿî,,,,,,,,xxx,,,,dóm,,,,,,,màlpà tájá // tájà,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,5.0,mechanism,mécanisme,4728.0,yes,,old,,"sharply-angled bent end of the metal ridge on the inside of the mechanism of a rifle, next to the dowel",bout tordu à angle sévère de l'arête en métal du derrière du mécanisme d'un fusil,3.0,nènè tègěy,,,"tô:, màrpà-tô:",,,,,,,,xxx,,,,tóó,,,,,,,màlfà kànjà-kánjà // kànjà-kánjà,,,,,,,,,,,,,,,,,,,
weapon,mechanism,arme,mécanisme,95.0,18.0,6.0,bolt,coulasse mobile,4729.0,,,old,,bolt for screwing in rifle mechanism,coulasse mobile de mécanisme de fusil,2.0,bǔyⁿ,,lébú-lébú:rè,pégí,,,,,,,,,,,,pègì-ý,,,,,,,lèbèlèbè góllò,,,,,,,,,,,,,,,,,,,
weapon,trigger,arme,gâchette,95.0,19.0,1.0,trigger,"détente, gâchette",4730.0,yes,,old,,trigger (of gun),"détente, gâchette (de fusil)",1.0,"mǎlpà nènè, nèné",sìgírì,ŋ̀gèrù-yî-m,"mɔ̀-mɔ̀rⁿɔ̂, màrpà-[mɔ̀-mɔ̀rⁿɔ̂]",ìdí,nɛmnɛ,"nɛ̀mnɛ́ (""scorpion"")",sɛ̀rwɛ́,nɛ̀mnɛ́,"nɛ̀mnɛ́ (""scorpion"")",mòtǎm,"kɛ̀jɛ̀-ý, gɔ̀bú",,,,dàmá dòm,gɔ̀bù-gɔ̀bú-ŋ́,,gɔ̀bú-ŋgó\\gɔ̀bé:,kɛ̀zà-é:,gòb-û:\\gòb-î:,,gɔ̀bí // nùmùnù dùló,,"màrfá-ʔìnjɛ́-bè, ʔìnjɛ́-bè",xxx,,,,,,,,,,,,,,,,
weapon,trigger,arme,gâchette,95.0,19.0,2.0,trigger-guard,garde-gâchette,4731.0,see 04730,,old,,trigger-guard (metal band enclosing trigger),garde-gâchette (bande en métal qui entoure la gâchette d'un fusil),1.0,kòⁿsù-[pòt-ěy],nà:-kò:sî:,kóŋgí:,kò:sî,kòŋúnù,koju,kò:jú,màrpà:-kò:sú,,,kɔ̀ŋùrⁿú,xxx,,,,kòŋùlì-ý,,,kóŋgúlúŋgó,kóŋòl,gòb-û: òlè,,màlfà kó:ndì,,,,,,,,,,,,,,,,,,,
weapon,musket stone,arme,caillou de mousquet,95.0,20.0,1.0,"stone, flint","pierre, silex",4732.0,yes,,old,,small stone (flint) held between metal protrusions of the cock of a musket,petite pierre (silex) tenue dans les protrusions du chien d'un fusil,2.0,mǎlpà tùwò,màrpà:-kúrⁿù,màlfà-kúrⁿò,màrpà-kúrⁿô,,malpaⁿtumo,màlpà:ⁿ-tùmó,màrpà:-tùwó,,,màrùpà:-tùwó,màlbà-[tìbì-ý],,,,tìbè-ý,,,,màrbà-kìníyɛ̀,màlfà-kìnû:,,málpá kínì,,hɛ̀lbɔ̀:rɛ́,,,,,,,,,,,,,,,,,
weapon,musket stone,arme,caillou de mousquet,95.0,20.0,2.0,stone,pierre,4733.0,yes,,old,,"metal gadget with a flat screwdriver end, and with a rounded spike that is inserted into a hole in the cock bolt of a rifle and turned (to tighten or loosen the stone in the cock)","petit appareil en métal avec un bout plat qui sert de tourne-vis, et avec une pointe arrondie qu'on introduit dans un trou dans le gros écrou du chien de fusil et qu'on tourne (afin de serrer ou de lâcher la petite pierre placée dans le chien)",1.0,tól-míntɛ̀,tólmírⁿɛ̀,tólmi:jè,màrpà-jìgìrî,tólmìnù,torumindɛ,tórúmíndɛ̀,tórmírⁿɛ̀,,,kɛ̌ⁿ,xxx,,,,tóndúmí-nɛ́,,,tórómíné,tónmìrⁿɛ̀,tórùmùndè\\tórùmùndì,,,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,1.0,load,charger,4734.0,,get,old,,load (gun),charger (fusil),1.0,lɔ́:wà kárⁿú\\kárⁿá,"lɔ́:wú, lɔ́:gɛ́",lɔ́:wà káŋ,ǹjâ kúrⁿí,,lɔwɔ,lɔ́:wɔ́,lɔ́:wɛ́,,,lɔ́:wù,"ɛ̂:ⁿ kúnɔ́, tìbì-ý kúnɔ́",,,,"tìbè-ý kúndó, púnɔ́ kúndó",,,ɛ́rⁿɛ́ gǎn,ɛ́:rⁿɛ̀ kún-dó,lɔ́:wɛ́,,gálé,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,2.0,set cock,relever chien,4735.0,,,old,"split (halfway, all the way)","set (cock of rifle, by pulling it back)","relever (le chien du fusil, en le tirant)",1.0,gàgú látú\\látá,wòró,éwré,wòró,gɔ̀bɔ́\\gɔ́b-ɛ̀,wa,wǎ:,ígírɛ́,,,gɔ̀gɔ́,gɔ̀bɔ́-\\gɔ̀bɔ́,,,,"gɔ̀bɔ́, dàà-ndá",gɔ̀bɛ́,,"ígí-rí (ígí-rí-tì-) (all the way), gɔ̀bɔ́ (gɔ̀bɔ́-tì-) (halfway)",gɔ̀bɔ́\\gɔ̀bà-lí,gɔ̀bɛ́,,gɔ́bɛ́,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,3.0,trigger,gâchette,4736.0,,,old,,put one's finger on the trigger,poser son doigt sur la gâchette du fusil,2.0,nèné áw\\áwá,sìgírì wǒ,náwⁿ,"mɔ̀-mɔ̀rⁿɔ̂ wòró àgíyí, mɔ̀-mɔ̀rⁿɔ̂ táwá ágíyí",,nɛmnɛa,nɛ̀mnɛ́ á:,sɛ̀rwɛ́ á:,,,"mòtǎm á:, mòtǎm gɔ̀gɔ́",,,,,"gɔ̀bɔ́, tábá",,,,,,,gɔ̀bí tábyè,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,4.0,aim,viser,4737.0,,get,old,,aim at (target),viser (cible),1.0,yàrú\\yàrá,túwⁿó,dǎ:rí,sí:ndé,tégèrè\\tégìr-ì,sire,sí:ré,túwⁿó,,"sí:ré, ɛ́ndɛ́ (< Ful)",yègírì\\yègéré,sí:ré-\\sí:rú,,,,"síí-ndé, kɛ́ndɛ́",sí:rè,,sírí (sírí-tì-),sí:dé\\sí:dé-lì,"ɛ́ndɛ́, sér\\sèrè",,nɔ́gɛ́,,tú:mbɛ̀,túmɛ́,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,5.0,pull trigger,tirer gâchette,4738.0,,get,old,,pull (trigger),tirer (gâchette de fusil),1.0,,,,,gɔ̀bɔ́\\gɔ́b-ɛ̀,,,,,,tɛ́wɛ́,"gɔ̀bɔ́, tá:",,,,táá,táyè,,gɔ̀bɔ́ (gɔ̀bɔ́-tì-),gɔ̀bɔ́\\gɔ̀bà-lí,gɔ̀bɛ́,,,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,6.0,discharge,tirer,4739.0,,,old,,"(shooter) successfully discharge (rifle, i.e. without jamming)",(tireur) réussir à tirer (fusil),3.0,,,,,,,,,,,,,,,,"kɔ̀dɔ̀-lí, úŋgúló",,,,,dàgí\\dàgè,,ló:ndè gó:mì,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,7.0,"fire, discharge",éclater,4740.0,,get,old,,"(rifle) fire, discharge, go off",(fusil) éclater,1.0,ɛ́rú\\ɛ́rá,ínjírí,tá,"táŋí, írí-yí",táyy-ɛ̀:\\táyy-ì-ỳ,urⁿo,ú:rⁿó,táŋgá,,,"sálì\\sálá, kɔ́:ⁿ",táŋá-\\táŋú,,,,úŋgúló,táy-yè,,pé: (pé:-yà-),tóŋɔ́\\tóŋá-lì,bɛ̀lí-yɛ́,,"ló:ndè gwé:, táyé",,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,8.0,"fire, discharge",éclater,4741.0,,get,old,,(rifle) go off noisily,(fusil) éclater bruyamment,1.0,táy\\táyá,sɔ́gúrú,xxx,,,sɔgɔrɔ,sɔ́ɣɔ́rɔ́,sɔ́gɔ́rɔ́,,,,sɔ́gɔ́rɔ́,,,,sɔ́gɔ́rɔ́,,,sɔ́gúr-í: (sɔ́gúr-í:-yà-),sɔ́:dɔ́\\sɔ́:dá-lì,gìlɛ́,,,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,9.0,"gunfire, report (gunshot)",éclat,4742.0,,,old,,"gunshot (sound), report (sound of a gunshot)",éclat (de fusil),1.0,lɔ́:wándɛ̀,màrpà:-sógúrì:,xxx,màrpà-mírⁿâ,,soguru,sógúrù,sógúrù,,,màrùpá: mírⁿí,màlbà-sógùrù,,,,màlfà sɔ́gúrú,,,sògúr-gó,márbá sɔ́:dù,,,ló:ndè,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,10.0,jam,manquer,4743.0,,get,old,,"(rifle) jam, fail to fire",(fusil) manquer d'éclater,1.0,"sɔ́ntà kárⁿú\\kárⁿá, máŋkà kárⁿú\\kárⁿá",cɛ́tɛ́,máŋkà káŋ,kɔ́rɔ́,,kɔrsɔ,kɔ́rsɔ́,kɔ́ntɛ́,,,,"tàŋǎ-n (""did not shoot"")",,,,kɔ́dɔ́,sálè,,,sálɛ́,kɔ́tɛ́,,sálì kání,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,11.0,jam,manquer,4744.0,,,old,,"(rifle) fail to fire (although first pinch of gunpowder goes off, requiring addition of more powder)","(fusil) manquer d'éclater (bien que la première pincée de poudre à éclaté, ce qui exige qu'on mette de la poudre de nouveau)",2.0,"sɔ́ntà kárⁿú\\kárⁿá, máŋkà kárⁿú\\kárⁿá",,xxx,,,,,,,,,,,,,sɔ́rɔ́,,,,,"sɔ́rɛ́, àbí swɛ́",,,,,,,,,,,,,,,,,,,,,
weapon,operate firearm,arme,utiliser arme,95.0,21.0,12.0,discharge,tirer,4745.0,,,old,,musket (rifle) in good condition that always discharges successfully,fusil traditionnel qui réussit toujours à éclater,3.0,,,,kɛ̌yⁿ dàmá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weapon,weaponry,arme,armements,95.0,22.0,1.0,weaponry,armes,4746.0,,,old,,"(modern) weaponry, armaments","armements, armes de guerre (modernes)",3.0,,,,,,larvel,lárvêl,,,,kɔ̀mɔ̀-gɛ́rⁿí:,kɔ̀mɔ̀-gɛ́n,,,,màlfà kɔ̀mbɔ̀ tǎy,,,,,,,kɔ̀mbɔ̀ gólégè,,,,,,,,,,,,,,,,,,,
weapon,weaponry,arme,armements,95.0,22.0,2.0,weaponry,armes,4747.0,,,old,,(soldier) use (modern) weapons,(soldat) utiliser armes de guerre (modernes),3.0,,,,,,larvellarva,lárvêl lárvá,,,,,kɔ̀mɔ̀-gɛ́n gèɲɛ́,,,,jèɲɲé,,,,,,,kɔ̀mbɔ̀ gólégè nɛ́mɛ́,,,,,,,,,,,,,,,,,,,
weapon,weaponry,arme,armements,95.0,22.0,2.0,"armory, arsenal",arsenal,8733.0,,,2010.06,,"armory, arsenal, small round house (or construction in a cave) belonging to a family, for storing weapons","arsenal, maisonette ronde (ou construction dans une grotte) appartenant à une famille, où on garde les armes",2.0,,,,,,,,,,,,,,,,xxx,,,,kàràŋgwà:,,,,,,,,,,,,,,,,,,,,,,
weapon,arming,arme,s'armer,95.0,23.0,1.0,arming,armer,4748.0,,,old,,"(man) arm himself for fighting (with knife, etc.)","(homme) s'armer pour un conflit (avec couteau, etc.)",2.0,kùmbètú só\\só,àrⁿà-nì:njɛ́ páɣá,àrⁿà-gɔ̌n pá:,àrⁿá árⁿíyⁿí,,arⁿaurɔ,àrⁿá ùrɔ́,àrⁿá árⁿí-yⁿɛ́,,,,yègé-ré-\\yègú-rú,,,,yégírí-yé,,,,kɔ̀mbɔ̀ pájɛ́,ànà-gé ìlɛ́,,jó:ⁿ kállè,,,,,,,,,,,,,,,,,,,
weapon,arming,arme,s'armer,95.0,23.0,2.0,arming,armer,4749.0,,,old,,act of arming for war,fait de se munir d'armes pour la guerre,2.0,,,,,,arⁿa,àrⁿá,,,,,yégú-rú,,,,yégírú,,,,,,,,,,,,,,,,,,,,,,,,,,
weapon,arming,arme,s'armer,95.0,23.0,3.0,armed,armé,4750.0,,,old,,"in fighting mode, as armed men","(homme) en homme muni d'armes, armé, équipé pour la guerre",2.0,,,,àrⁿá yàŋà,,arⁿale,àrⁿá lè,àrⁿà-nì:ŋgɛ́ lè,,,,,,,,yégírí-yáá-dɛ̀,,,,,ànà-gé mà,,,,,,,,,,,,,,,,,,,,,
weapon,arming,arme,s'armer,95.0,23.0,4.0,armed,armé,4751.0,,,old,,one who is armed for battle,celui qui est armé pour la guerre,2.0,kùmbètú bàsà,,,,,,,,,,,,,,,ǹdɛ̀ yégírí-yáá-dɛ̀,,,,,,,ámí,,,,,,,,,,,,,,,,,,,
weapon,unarmed,arme,non armé,95.0,24.0,1.0,unarmed,sans armes,4752.0,,,old,,"unarmed, unequipped (person)","(personne) non armé, sans matériel",2.0,,kòrǒy-m\\kòrǒy,,,,wom,wóm,pé:ré,,,,nɔ̀yⁿ-íjí,,,,nùmɔ̀ ísé,,,,ìzɛ̀,ìnjɛ́:\\ìnjɛ́-mbó,,jǒ: kállélì gà,,,,,,,,,,,,,,,,,,,
crime/deception,crime,délit/duperie,délit,96.0,1.0,1.0,crime,délit,4753.0,,,old,,"crime, terrible act, outrage","délit, acte terrible",2.0,"bìrà mɔ̀sú, ɔ̀rù mɔ̀sú",dàwⁿà mɔ̀sú,kìrⁿè-pàrúm,mɔ̀sí,,"ɔrumɔɲu,ɔrɲamarⁿa","ɔ̀rù mɔ̀ɲú, ɔ̀r ɲàmárⁿà",,,,sɔ̀: mɔ̀ɲú ,"yàwⁿà dɛ̂:, bìrɛ̀ mɔ̀ɲú",,,,yámú,,,,cìndà-bìn,,,yɛ̀: yálá,,,,,,,,,,,,,,,,,,,
crime/deception,crime,délit/duperie,délit,96.0,1.0,2.0,crime,délit,4754.0,,,old,,commit a serious crime or outrage,commettre un délit ou un acte détesté,2.0,,,,bɔ̀gɔ̂ bɔ̀gí,,,,,,,[sɔ̀: mɔ̀ɲú] bìrɛ́,[sɔ̀: mɔ̀ɲú] kárⁿá,,,,yámú káná,,,,,,,yɛ̀: yálá kání,,,,,,,,,,,,,,,,,,,
crime/deception,crime,délit/duperie,délit,96.0,1.0,3.0,"danger, crime","danger, crime",8505.0,,,2010.06,,"bad and dangerous thing (danger, crime)","chose mauvaise et dangereuse (danger, crime)",2.0,,,,,,,,,,,,,,,,kìdɛ̀ pàdíɛ́,,,,yàm,,,ɲámá,,,,,,,,,,,,,,,,,,,
crime/deception,punish,délit/duperie,punir,96.0,2.0,1.0,fine,amender,4755.0,,,old,,"fine, assess a fine against (sb)",amender (qn),1.0,júkkà kárⁿú\\kárⁿá,júkkɛ́,júkkà káŋ,jùgɛ́,júgù dù:-ró\\dú:-r-ì,"jukkɛ,dɛⁿwⁿɛ,ɲɛ","júkkɛ́, dɛ̀:ⁿ-wⁿɛ́, ɲɛ́:",júkkɛ́,yⁿɛ́:,,ɲí:\\ɲí-ì,júgú dǔ:-rɔ́,,,,"júkɔ́ dùù-rɔ́, jàŋgú dùù-rɔ́",jùgù-mé,,pùrǎ: ɲɛ́ (ɲɛ́-tì-),ʔə́ɲɛ́,"júkkɛ́, dǐ:-rɛ́",,júgú kání,,jùkkí kánì,júkkì kání,,,,,,,,,,,,,,,,
crime/deception,punish,délit/duperie,punir,96.0,2.0,2.0,fine,amende,4756.0,,,old,,fine (penalty),amende,1.0,júkkɔ́:rɛ̀,júkká:rɛ̀,"júkkɔ́:rɛ̀, júkkúŋgù",júgɛ́-ndɛ́,júgù,jukkarɛ,júkká:rɛ̀,júkká:rɛ̀,,,ɲì:rⁿí,júgú,,,,"júkɔ́, jàŋgú",jûk,,pùrǎ:,ʔə̀ɲìn,"júkkù-ŋgò\\júkkɛ̀rɛ̀, díyá:\\díyɛ́:",,júgú,,jùkkí,júkkì,,,,,,,,,,,,,,,,
crime/deception,stealth,délit/duperie,en cachette,96.0,3.0,1.0,"hidden, furtive, secret","caché, clandestin, secret",4757.0,,,old,,"hidden, furtive, secret","caché, clandestin, secret",1.0,,,zɔ́wàn,dáw-yɛ̀,jɔ́yɔ̀,baŋa,báŋá,súgò,,,báŋ,bɔ́ŋú-rú,,,,"bóŋú, bóŋú-ndú",,jòòyá,bóŋgúrgó,,,,kùkùyá,,,,,,,,,,,,,,,,,,,
crime/deception,stealth,délit/duperie,en cachette,96.0,3.0,2.0,"stealthily, secretly",en cachette,4758.0,,,old,,"do (sth) stealthily, in secret, clandestinely","faire (qch) en cachette, de façon clandestine",1.0,,bàŋgì-yí,gùró,"dàwíyí, gùró, gùsó, gùsé",,,,súgú-yó,,,bàŋ-î:,bàŋ-í: yé kárⁿá,,,,bààŋí-yɛ́ káná,,,,bán-jɛ́\\bàn-jà-lí,,,kùkùyâwⁿ kání,,,,,,,,,,,,,,,,,,,
crime/deception,stealth,délit/duperie,en cachette,96.0,3.0,3.0,"stealthily, secretly",en cachette,4759.0,,,old,,"stealthily, in secret, clandestinely","en cachette, de façon clandestine",1.0,,,"zɔ̀wì:ŋgá, gùró ní",,,guyⁿole,gúyⁿó lè,,,,,bàŋ-í: ŋɛ̀,,,,bóŋú-ndú-go,,,bóŋgúrgó ní,,,,kùkùyâwⁿ,,,,,,,,,,,,,,,,,,,
crime/deception,stealth,délit/duperie,en cachette,96.0,3.0,4.0,stealth,cachette,4760.0,,,old,,"stealth, stealthiness","fait d'ê. clandestin, en cachette",2.0,cérúmò,,,,,,,,,,,,,,,bóŋú-ndú,,,,,,,kùkùyâwⁿ kánúgɔ̀,,,,,,,,,,,,,,,,,,,
crime/deception,theft,délit/duperie,vol,96.0,4.0,1.0,"rob, steal",voler,4761.0,,,old,,steal (sth),voler (qch),1.0,gúyⁿó gǔyⁿ\\gùyⁿó,gùró,gùró,gùró,gě:ⁿ\\géⁿ-èⁿ,guyⁿo,gùyⁿó,gùyⁿó,,,gǐ:ⁿ,gǔyⁿ-\\gǔyⁿ,,,,gùyⁿɔ́,gùɲɲé,gùɲé,gùɲó (gùɲó-tì-),zámnɛ́\\zàmnà,jàmílɛ́,kám(ú),gyé:,,"kámgà kánì, gúyyè",gúyé,,,,,,,,,,,,,,,,
crime/deception,theft,délit/duperie,vol,96.0,4.0,2.0,"rob, steal",voler,4762.0,,,old,,rob (sb),"voler, dérober (qn)",1.0,gǔyⁿ\\gùyⁿó,gùró,gùró,gùró,gě:ⁿ\\géⁿ-èⁿ,guyⁿo,gùyⁿó,gùyⁿó,,,gǐ:ⁿ,gǔyⁿ-\\gǔyⁿ,,,,gùyⁿɔ́,,,gùɲó (gùɲó-tì-),zámnɛ́\\zàmnà,jàmílɛ́,kámú-ró,gyé:,,"kámgà kánì, gúyyè",gúyé,,,,,,,,,,,,,,,,
