ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-4229	4229	for nothing, in vain, uselessly, for free	pour rien, en vain, gratuitement	nothing, free, in vain	rien, gratuitement	quantity/free/plain	quantité/libre/simple	1765	IN VAIN	other
concepts-4118	4118	finish (sth)	terminer (qch)	finish	terminer	begin/finish/finish	commencer/terminer/terminer	1766	FINISH	verb
concepts-4120	4120	finish, be done with, free oneself from (activity)	finir, se libérer de (activité)	finish	finir	begin/finish/stop	commencer/terminer/mettre fin	2115	CEASE OR FINISH	verb
concepts-7496	7496	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	1767	SCRAPE	verb
concepts-7517	7517	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	1767	SCRAPE	verb
concepts-4297	4297	froth, foam (on tea)	écume, mousse (sur le thé)	froth, foam	mousse, écume	liquid/froth	liquide/écume	1768	FOAM	noun
concepts-4546	4546	grave, final resting place, spot where a corpse is buried	lieu de repos, là où un décédé est enterré (couché)	grave	tombeau	life/death/cemetery	vie/mort/cimetière	1773	GRAVE	noun
concepts-8380	8380	stingy, miserly (with money)	avare (avec l'argent)	stingy, tightwad, miser	avare, pingre	emotion/temperament/character	émotion/nature/caractère	1774	STINGY	adjective
concepts-8577	8577	table, selling stand	table	table	table	house/furniture	maison/meuble	1775	TABLE	noun
concepts-7633	7633	shame (due to a shameful action)	honte (dûe à un acte honteux)	shame	honte	emotion/temperament/shame	émotion/nature/honte	1776	SHAME	noun
concepts-7238	7238	resemble	ressembler à	resemble	ressembler	resemblance/like	ressemblance/comme	1777	RESEMBLE	verb
concepts-1969	1969	approach, come close	s'approcher	approach, near	s'approcher	distance/near	distance/près	1778	APPROACH	verb
concepts-3085	3085	come near, approach (here)	venir à proximité, s'approcher (d'ici)	approach, near	s'approcher	distance/near	distance/près	1778	APPROACH	verb
concepts-3387	3387	dare (to do sth)	oser (faire qch)	dare	oser	emotion/temperament/courage	émotion/nature/courage	1779	DARE	verb
concepts-8819	8819	thumb	pouce; grand orteil	finger	doigt	body/finger/toe	corps/doigt/orteil	1781	THUMB	noun
concepts-6567	6567	pain, painful injury	douleur, blessure douloureuse	pain	douleur	medicine/pain	médecine/douleur	1783	PAIN	noun
concepts-9326	9326	want, like, love (sth)	vouloir, désirer, aimer (qch)	want, like, love	vouloir, désirer, aimer	desire/need/want	désir/besoin/vouloir/aimer	1784	WANT	verb
concepts-878	878	(pond, well) dry up	(mare, puits) tarir	dry up	tarir	wet/dry/dry up	mouillé/sec/absorber	1786	DRY UP	verb
concepts-5692	5692	loom (weaver's complete apparatus)	métier à tisser (entier)	loom	métier à tisser	weaving/cotton/weave/loom	tissage/coton/tisser/métier	1787	LOOM	noun
concepts-1845	1845	age (of sb)	âge (de qn)	age	âge	friend/agemate	ami/contemporain	1789	AGE	noun
concepts-3357	3357	cut throat of (animal), slaughter	égorger	cut throat, slaughter	égorger	livestock/slaughter/butcher	bétail/égorger/dépouiller	1796	SLAUGHTER	verb
concepts-4608	4608	gunpowder (combination of a kind of soda ash, sulphur, and charcoal)	poudre à canon (combinaison d'une sorte de potasse, de charbon, et de soufre)	gunpowder	poudre à canon	weapon/gunpowder	arme/poudre à canon	1798	GUNPOWDER	noun
concepts-955	955	(sb's) child (son or daughter)	enfant (fils ou fille, de qn)	child (kin)	enfant (parenté)	kinship/child/nephew	parenté/fils/fille/neveu	1801	CHILD (DESCENDANT)	noun
concepts-7530	7530	screw (noun)	vis	screw	écrou	point/screw	pointe/vis	1802	SCREW	noun
concepts-9581	9581	wood	bois	wood, firewood	bois	wood/stick/wood	bois/bâton/bois	1803	WOOD	noun
concepts-2359	2359	begin, start (sth)	commencer (qch)	begin, start	commencer	begin/finish/begin	commencer/terminer/commencer	1806	BEGIN	verb
concepts-1843	1843	afternoon (2 PM to dusk)	après-midi (de 14 h. au crépuscule)	afternoon	après-midi	time of day/afternoon	heure/après-midi	1807	AFTERNOON	noun
concepts-6978	6978	pus	pus	pus	pus	medicine/pus	médecine/pus	1808	PUS	noun
concepts-8669	8669	tasty, adequately sugared or salted (adverb)	à bon goût, suffisamment sucré ou salé (adverbe)	tasty	bon goût	taste/bland/tasty	goût/fade/goût	1813	TASTY	adjective
concepts-1724	1724	accuse, denounce (sb)	accuser, dénoncer (qn)	accuse, denounce	accuser, dénoncer	law/accuse	loi/accuser	1814	ACCUSE	verb
concepts-2406	2406	beside, at the side of (sth)	à côté de (qch)	beside	à côté	space/side/proximity	espace/côté/proximité	1816	BESIDE	other
concepts-9419	9419	west	ouest	west	ouest	direction/cardinal direction	direction/point cardinal	1817	WEST	noun
concepts-5681	5681	look at	regarder (qch)	look	regarder	vision/look	vision/regarder	1819	LOOK	verb
concepts-2517	2517	borrow (sth, from sb)	emprunter (qch, à qn)	borrow	emprunter	commerce/lend/rent	commerce/prêter/louer	1823	BORROW	verb
concepts-4693	4693	harvest (millet, sorghum) with a knife (verb only)	récolter (mil, sorgho) avec couteau	harvest	récolter	agriculture/harvest	agriculture/récolte	1827	HARVEST CROPS	other
concepts-4698	4698	harvest (vegetables such as okra and tomatoes, and peanuts)	récolter (des légumes comme le gombo et les tomates, aussi des arachides)	harvest (vegetables)	récolter (légumes))	agriculture/harvest	agriculture/récolte	1827	HARVEST CROPS	other
concepts-4708	4708	harvest, break off (millet grain spikes, from their stems) by hand	récolter, enlever en cassant (épis de mil, de ses tiges) à la main	harvest, break off	récolter, casser	agriculture/harvest	agriculture/récolte	1827	HARVEST CROPS	other
concepts-7236	7236	request, ask for (sth)	demander (qch, en tant que requête)	request, ask for	demander	talk/ask/beg	parole/demander/mendier	1828	ASK (REQUEST)	verb
concepts-5263	5263	jump (verb only)	sauter (verbe seulement)	jump	sauter	motion/jump	mouvement/sauter	1829	JUMP	verb
concepts-3824	3824	encounter (sb, on a stroll)	rencontrer (qn, pendant une promenade)	encounter, meet	rencontrer	lose/search/find/encounter	perdre/chercher/retrouver/rencontrer	1831	MEET	verb
concepts-5970	5970	meet with	rencontrer, se réunir avec	meet	rencontrer, réunir	lose/search/find/encounter	perdre/chercher/retrouver/rencontrer	3904	ENCOUNTER (MEET)	verb
concepts-8535	8535	supper	dîner	supper	dîner	food/daily meal	aliment/repas quotidien	1833	DINNER (SUPPER)	noun
concepts-5903	5903	marrow	moelle	marrow	moelle	part (animal)/marrow	partie (animal)/moelle	1835	MARROW	noun
concepts-9177	9177	vagina	vagin	vagina	vagin	body/genital	corps/partie génitale	1836	VAGINA	noun
concepts-6283	6283	navel	nombril	navel	nombril	body/torso	corps/torse	1838	NAVEL	noun
concepts-9399	9399	weep (verb only)	pleurer (verbe seulement)	weep	pleurer	sound/weep	son/pleurer	1839	CRY	verb
concepts-2678	2678	build (house)	construire (maison)	build	construire	house/build	maison/construire	1840	BUILD	verb
concepts-8799	8799	thousand	mille	thousand	mille	numeral/count/thousand	numéro/compter/mille	1843	THOUSAND	numeral
concepts-2497	2497	boat (skiff)	pirogue	boat	pirogue	vehicle/boat	véhicule/bateau/pirogue	1844	BOAT	noun
concepts-2084	2084	ball, globe, spherical object	boule, ballon, globe, objet sphérique	ball, sphere, globe	boule, globe	shape/sphere	forme/globe	1845	BALL	noun
concepts-2266	2266	be sick	ê. malade, souffrir	sick	malade	medicine/disease	médecine/maladie	1847	SICK	adjective
concepts-811	811	(objects) in rows (adverb)	(objets) en rangs (adverbe)	row	rang, rangée	straight/crooked/row	droit/tordu/rangée	1849	ROW	verb
concepts-3189	3189	cotton	coton	cotton	coton	weaving/cotton/cotton	tissage/coton/coton	1850	COTTON	noun
concepts-6781	6781	pocket	poche	pocket	poche	clothing/pocket	vêtements/poche	1851	POCKET	noun
concepts-6707	6707	pigeon (domestic)	pigeon (domestic)	pigeon	pigeon	animal/pigeon	animal/pigeon	1853	DOVE	noun
concepts-8085	8085	soft (flour, fabric)	(farine, tissu) mou	soft	mou	texture/soft	surface/mou	1856	SOFT	adjective
concepts-8095	8095	soft, yielding (sand)	(sable) mou	yielding	mou	texture/soft	surface/mou	1856	SOFT	adjective
concepts-6592	6592	part, fraction of an object (half, third, etc.)	partie, division d'un objet (moitié, tiers, etc.)	part	partie	quantity/fraction	quantité/fraction	3842	ONE THIRD	other
concepts-8782	8782	third (ordinal)	troisième	3rd	troisième	ordinal/digit ordinal	ordinal/ordinal de chiffre simple	1859	THIRD	other
concepts-2295	2295	bead	perle	bead	perle	jewelry/bead	bijoux/perle	1860	BEAD	noun
concepts-3605	3605	donkey	âne	donkey	âne	donkey/donkey	âne/âne	1862	DONKEY	noun
concepts-473	473	(event) be amazing	(incident) ê. étonnant	amaze	étonner	emotion/temperament/amaze	émotion/nature/étonner	1863	AMAZING	adjective
concepts-5029	5029	hunger (noun)	faim	hunger	faim	eat/hunger	manger/faim	1864	HUNGER	noun
concepts-8508	8508	stutter (verb only)	bégayer (verbe seulement)	stutter, stammer	bégayer	talk/stutter	parole/bégayer	1866	STUTTER	verb
concepts-3051	3051	coin (general term)	monnaie, pièce (mot général)	coin	monnaie	coin/coin	monnaie/monnaie (pièce)	1867	COIN	noun
concepts-2731	2731	buy, purchase	acheter	buy, purchase	acheter	commerce/buy	commerce/acheter	1869	BUY	verb
concepts-2771	2771	camel	chameau	camel	chameau	animal/camel	animal/chameau	1871	CAMEL	noun
concepts-1953	1953	anthill, wide concave mound of army ants	fourmilière, gros nid concave des fourmis	anthill	fourmilière	topography/ant/termite mound	topographie/fourmilière/termitière	1873	ANTHILL	noun
concepts-7177	7177	regret (verb), be sorry	regretter, ê. désolé	regret, sorry	regretter, désolé	emotion/temperament/regret	émotion/nature/regret	1875	REGRET	verb
concepts-3748	3748	east	est	east	est	direction/cardinal direction	direction/point cardinal	1877	EAST	noun
concepts-3378	3378	dance (verb only)	danser	dance	danser	fun/song/dance/dance	amusement/chant/danse/danse	1879	DANCE	verb
concepts-2355	2355	before, previously, in the past	avant, auparavant, dans le passé	before	avant	time/before	temps/avant	1882	BEFORE	other
concepts-5099	5099	in front of (sth)	devant (qch)	front	devant	space/front	espace/devant	1883	IN FRONT OF	other
concepts-4661	4661	hard (dry)	dur (« sec »)	hard	dur	texture/hard	surface/dur	1884	HARD	adjective
concepts-4682	4682	hard, firm, solid, stiff (surface, object)	(surface, objet) dur, raide, rigide, résistant, solide	hard, stiff, solid, firm	dur, raide, rigide, résistant, solide	texture/hard	surface/dur	1884	HARD	adjective
concepts-1987	1987	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	armpit	aisselle	body/arm	corps/bras	1886	ARMPIT	noun
concepts-2914	2914	cheap, inexpensive	à bon marché, pas cher	cheap, inexpensive	bon marché, pas cher	commerce/cheap/expensive	commerce/à bon marché/cher	1887	CHEAP	adjective
concepts-2389	2389	believe, think (that ...)	croire (que ...)	believe, think	croire	mental/believe	mental/croire	1890	BELIEVE	verb
concepts-8913	8913	touch (with hand)	toucher (avec la main)	touch	toucher	touch/rub/wipe/touch	toucher/frotter/essuyer/toucher	1892	TOUCH	verb
concepts-2159	2159	be ashamed (e.g. of an action)	avoir honte (par ex., d'un acte)	shame	honte	emotion/temperament/shame	émotion/nature/honte	1894	ASHAMED	adjective
concepts-4344	4344	garment, clothes	vêtement, habits	garment, clothes, clothing	vêtement, habit	clothing/garment	vêtements/vêtement	1895	CLOTHES	noun
concepts-4117	4117	fingernail, toenail	ongle (de la main ou de l'orteil)	nail	ongle	body/finger/toe	corps/doigt/orteil	1896	FINGERNAIL OR TOENAIL	noun
concepts-4856	4856	help (sb)	aider (qn)	help	aider	together/separate/help	ensemble/à part/aider	1897	HELP	verb
concepts-3951	3951	eyeglasses	lunettes	eyeglasses	lunettes	vision/eyeglasses	vision/lunettes	1898	SPECTACLES	noun
concepts-1008	1008	(sb) be nuts, be crazy (slang)	(qn) ê. fou (argot)	crazy	fou	mental/crazy	mental/fou	1899	MAD	adjective
concepts-2409	2409	betray, break a promise or oath	trahir, rompre une promesse	betray	trahir	crime/deception/betray	délit/duperie/trahir	1902	BETRAY	verb
concepts-3689	3689	dupe, cheat, trick (sb)	duper, tromper (qn)	dupe, trick	duper	crime/deception/deceive	délit/duperie/duper	1902	BETRAY	verb
concepts-125	125	(a) swelling (of a wound)	gonflure (d'une plaie)	swell	gonfler	size/inflate	taille/enfler	1903	SWELLING	noun
concepts-1058	1058	(sb) drown	(qn) se noyer	drown	se noyer	watercourse/swim/drown	cours d'eau/nager/noyer	1904	DROWN	verb
concepts-8154	8154	sour, acidic, acrid (taste, e.g. of tamarind)	(goût) aigre (de tamarin, etc.)	sour, acidic	aigre	taste/sour	goût/aigre	1906	SOUR	adjective
concepts-7624	7624	shake (an entire object, e.g. a tree)	secouer (un objet entier, par ex. un arbre)	shake	secouer	mix/stir/shake/shake	mélanger/remuer/secouer/secouer	1909	SHAKE	verb
concepts-6891	6891	press (fruit pits, especially of karité) with grinding stones	presser (noyaux de fruits, surtout de karité) avec des pierres	press (oil)	presser (huile)	pound/grind/grind/press	piler/moudre/écraser/moudre/presser	1913	PRESS	verb
concepts-8834	8834	tie, tie up (sth or sb, with a rope)	attacher (qch ou qn, avec corde)	tie, attach	attacher	attach/rope/tie	attacher/corde/attacher	1917	TIE	verb
concepts-5889	5889	mane (bony ridge)	crinière (arête osseuse)	mane	crinière	part (animal)/hump/mane	partie (animal)/bosse/crinière	1918	MANE	noun
concepts-8901	8901	torch (still used e.g. for smoking bees out of hive)	flambeau (utilisé jusqu'à nos jours pour chasser les abeilles de la ruche)	torch	flambeau	fire/fire	feu/feu	1919	TORCH	noun
concepts-3639	3639	dream (verb only)	réver (verbe seulement)	dream	rêver	sleep/wake/bed/dream	dormer/réveiller/lit/rêve	1920	DREAM (SOMETHING)	verb
concepts-7369	7369	rough, coarse (surface)	(surface) rugueux, coriace	rough, coarse	rugueux, coriace	texture/coarse	surface/rugueux	1923	ROUGH	adjective
concepts-9189	9189	vein, blood vessel	veine, vaisseau sanguin	vein	veine	body/vessel/tendon	corps/vaisseau/tendon	1924	VEIN	noun
concepts-3467	3467	desist from, cease (an activity)	cesser (une activité)	cease, desist	cesser	begin/finish/stop	commencer/terminer/mettre fin	1928	CEASE	verb
concepts-8494	8494	study (verb only)	étudier (verbe seulement)	study	étudier	mental/learn	mental/apprendre	1929	STUDY	verb
concepts-2353	2353	beeswax	cire d'abeille	beeswax	cire d'abeille	honey/beeswax	miel/cire d'abeille	1931	BEESWAX	noun
concepts-1156	1156	(screw) loosen	se lâcher (vis)	loosen (screw)	lâcher (vis)	tight/loose/spacious/loose	étroit/lâche/spacieux/lâche	1933	LOOSEN	verb
concepts-5700	5700	loosen, slacken (rope)	détendre, relâcher (corde)	loosen, slacken	lâcher, détendre, desserrer	tight/loose/spacious/loose	étroit/lâche/spacieux/lâche	1933	LOOSEN	verb
concepts-1955	1955	anus	anus	anus	anus	body/midsection	corps/milieu du corps	1935	ANUS	noun
concepts-8737	8737	there (logophoric)	là (logophorique)	there	là	deixis/there	deixis/là-bas	1937	THERE	other
concepts-8740	8740	there, in that (same) place	là, dans ce (même) lieu	there	là	deixis/there	deixis/là-bas	1937	THERE	other
concepts-8547	8547	swear (verb only)	jurer (verbe seulement)	swear, vow, oath	jurer, serment	talk/oath	parole/jurer	1939	SWEAR	verb
concepts-111	111	(a) guard, watchman	gardien	guard	gardien	vision/watch	vision/observer	1940	GUARD	noun
concepts-4600	4600	guarding, watching over (e.g. a garden) (noun)	surveillance, garde (d'un jardin etc.)	watch over, guard	surveiller, garder	vision/watch	vision/observer	1940	GUARD	noun
concepts-8102	8102	soldier (modern)	soldat (moderne)	soldier	soldat	fight/warrior	lutte/guerrier	1941	SOLDIER	noun
concepts-6285	6285	near, close	proche, près	near, close	proche, près	distance/near	distance/près	1942	NEAR	adjective
concepts-1510	1510	God, Allah	Dieu, Allah	god	dieu	religion/religious being	religion/être religieux	1944	GOD	noun
concepts-5053	5053	idol, fetish (in animism)	idole, fétiche (animiste)	idol, fetish	idole, fétiche	ritual/fetish	rite/fétiche	1945	IDOL	noun
concepts-2137	2137	bastard, illegitimate child (born to an unmarried or divorced woman)	bâtard, enfant non légitime (né d'une femme non mariée ou divorcée)	bastard	bâtard	kinship/parentage	parenté/légitimité	1947	BASTARD	noun
concepts-7474	7474	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	1948	SAW	noun
concepts-6594	6594	pass, go past, continue on one's way	passer, continuer sur son chemin	pass	passer	motion/pass/cross	mouvement/passer/traverser	1951	PASS	verb
concepts-4497	4497	goiter (swollen thyroid due to iodine deficiency)	goitre (thyroïde gonflée due à l'insuffisance d'iode)	goiter	goitre	medicine/internal condition	médecine/maladie interne	1957	GOITER	noun
concepts-9128	9128	unripe (fruit)	(fruit) cru	unripe	cru	ripe/raw/cooked/unripe/raw	mûr/cru/cru	1958	UNRIPE	adjective
concepts-9129	9129	unripe (grain)	(céréales) cru	unripe	cru	ripe/raw/cooked/unripe/raw	mûr/cru/cru	1958	UNRIPE	adjective
concepts-7102	7102	raw, uncooked (meat)	(viande) cru, non cuit	raw, uncooked	cru, non cuit	ripe/raw/cooked/unripe/raw	mûr/cru/cru	1959	RAW	adjective
concepts-6296	6296	necklace	collier	necklace	collier	jewelry/necklace	bijoux/collier	1961	NECKLACE	noun
concepts-7320	7320	roast (meat) directly on fire	griller (viande) directement sur le feu	roast	griller	cooking/cook meat	cuisine/cuire viande	1962	ROAST (SOMETHING)	verb
concepts-7321	7321	roast (meat) in a covered oven	griller (viande) dans un four couvert	roast, grill	griller	cooking/cook meat	cuisine/cuire viande	1962	ROAST (SOMETHING)	verb
concepts-2025	2025	at once, abruptly	d'un cout, brusquement	at once	d'un coup, brusquement	speed/rapid	vitesse/rapide	1963	IMMEDIATELY	other
